,frame,ficTracTReadMs,ficTracTWriteMs,dx,dy,dz
2022,968.0,6647.0,6647.0,-0.01662834919989109,-0.007906945422291756,0.00027030761702917516
2023,968.0,6651.0,6651.0,-0.014020105823874474,-0.006730365101248026,0.00023757482995279133
2024,969.0,6654.0,6654.0,0.004186499863862991,-0.0008920020773075521,-0.0020974630024284124
2025,969.0,6656.0,6656.0,-0.0021394959185272455,-0.0011464026756584644,-0.0023677945137023926
2026,970.0,6660.0,6660.0,-0.004018815234303474,-0.0003274856135249138,0.0033701390493661165
2027,970.0,6663.0,6663.0,0.002891490003094077,0.0013940652133896947,-0.0037729009054601192
2028,970.0,6666.0,6666.0,0.003735681064426899,0.001320688403211534,0.00047763987095095217
2029,971.0,6669.0,6669.0,0.01032964140176773,0.006508999969810247,0.004208866041153669
2030,971.0,6672.0,6672.0,0.007821365259587765,0.00753897475078702,0.0026196008548140526
2031,972.0,6675.0,6675.0,-0.002864512847736478,-0.002897667232900858,-0.0033826769795268774
2032,972.0,6678.0,6678.0,-0.001883146003820002,-0.002096355427056551,-0.0014716495061293244
2033,973.0,6681.0,6681.0,-0.0008613322861492634,-0.003834684379398823,0.009297496639192104
2034,973.0,6684.0,6684.0,-0.016798904165625572,-0.004938434809446335,-0.012185045517981052
2035,974.0,6688.0,6688.0,-0.00014113110955804586,-0.0005101053393445909,0.0001250119967153296
2036,974.0,6690.0,6690.0,-0.001522850594483316,0.0008850001031532884,0.000820293789729476
2037,974.0,6693.0,6693.0,0.0004759607545565814,-0.001380200032144785,0.002270754659548402
2038,975.0,6696.0,6696.0,0.0030239217448979616,0.002045955741778016,0.0008991825743578374
2039,975.0,6699.0,6699.0,0.012827682308852673,0.00513671338558197,0.0011632746318355203
2040,976.0,6702.0,6702.0,0.010768458247184753,0.007442961446940899,0.00048291016719304025
2041,976.0,6705.0,6705.0,0.00705596711486578,0.0005696021835319698,-0.0007016845047473907
2042,977.0,6709.0,6709.0,-0.017348356544971466,-0.008287256583571434,0.0007382471230812371
2043,977.0,6712.0,6712.0,-0.014869747683405876,-0.007335484493523836,0.0006067659705877304
2044,978.0,6715.0,6715.0,-0.0011223678011447191,-0.0030283406376838684,-0.0030428969766944647
2045,978.0,6717.0,6717.0,-0.00363332312554121,-0.004132632631808519,-0.0027507564518600702
2046,978.0,6720.0,6720.0,0.0025019843596965075,0.007901480421423912,-0.007314614020287991
2047,979.0,6724.0,6724.0,0.021977994590997696,0.013106459751725197,0.00802942831069231
2048,979.0,6727.0,6727.0,-0.006432442460209131,-0.005143424496054649,0.0023126062005758286
2049,980.0,6730.0,6730.0,0.005433241371065378,-0.0026740331668406725,0.010033272206783295
2050,980.0,6733.0,6733.0,-0.01714286394417286,-0.008112120442092419,-0.013741062954068184
2051,981.0,6736.0,6736.0,-0.000871548312716186,0.0019026694353669882,0.001476380042731762
2052,981.0,6739.0,6739.0,-0.002282144268974662,0.000954862916842103,0.0001850812550401315
2053,981.0,6742.0,6742.0,0.006628168281167746,-0.0008015524945221841,0.00022527368855662644
2054,982.0,6745.0,6745.0,-0.007940107025206089,-0.004701843485236168,0.0013087779516354203
2055,982.0,6748.0,6748.0,0.0005379439680837095,0.004077678080648184,-0.00032337941229343414
2056,983.0,6751.0,6751.0,0.0035117529332637787,0.0019384692423045635,-0.002524171955883503
2057,983.0,6754.0,6754.0,0.0025739071425050497,0.0016126781702041626,-0.001185274450108409
2058,984.0,6757.0,6757.0,0.0013383011100813746,0.0014265934005379677,-0.0011354538146406412
2059,984.0,6760.0,6760.0,0.004995566327124834,0.0015831965720281005,0.0009510134696029127
2060,985.0,6763.0,6763.0,-0.007070580497384071,-0.0006326943985186517,0.0016160764498636127
2061,985.0,6766.0,6766.0,-0.0016437763115391135,-0.005437059327960014,-0.0007764017209410667
2062,985.0,6769.0,6769.0,-0.004193359520286322,-0.001285096863284707,0.004356745630502701
2063,986.0,6772.0,6772.0,-0.001572660868987441,-0.001228758366778493,-0.006962426472455263
2064,986.0,6776.0,6776.0,0.017830515280365944,0.00756867416203022,0.0028639372903853655
2065,987.0,6779.0,6779.0,0.008442774415016174,0.007883044891059399,0.006691582500934601
2066,987.0,6782.0,6782.0,0.0022060477640479803,-0.0014973856741562486,-0.0037748897448182106
2067,988.0,6784.0,6784.0,-0.00800866074860096,0.0009483977919444442,0.002283285604789853
2068,989.0,6791.0,6791.0,-0.0030833021737635136,0.0003392594226170331,-0.0016468663234263659
2069,990.0,6797.0,6797.0,-0.0037306267768144608,-0.003661076771095395,-0.0014300990151241422
2070,990.0,6800.0,6800.0,-0.005235059652477503,-0.0034530307166278362,-0.0014600356807932258
2071,990.0,6803.0,6803.0,-0.005711640231311321,-0.0022869925014674664,-0.002966779051348567
2072,991.0,6805.0,6805.0,-0.0013465723022818565,0.002797533990815282,0.0015880600549280643
2073,991.0,6809.0,6809.0,-0.0020917693618685007,0.0021726631093770266,0.0004781624302268028
2074,992.0,6812.0,6812.0,0.020401787012815475,0.0022856437135487795,0.008055401034653187
2075,992.0,6815.0,6815.0,0.014167310670018196,0.01283654011785984,0.00019966454419773072
2076,992.0,6818.0,6818.0,-0.013600621372461319,-0.010949554853141308,-0.002005795482546091
2077,993.0,6821.0,6821.0,-0.009222535416483879,-0.005500581581145525,-0.0004945858963765204
2078,993.0,6824.0,6824.0,-0.0016536519397050142,0.0009884006576612592,-0.0021065608598291874
2079,994.0,6828.0,6828.0,-0.00329501717351377,-0.002861944492906332,-0.002325880341231823
2080,994.0,6830.0,6830.0,-0.0020035631023347378,0.0024022143334150314,0.00012252539454493672
2081,995.0,6834.0,6834.0,0.007167185191065073,-0.0026959071401506662,0.0016557184280827641
2082,995.0,6837.0,6837.0,-0.004568284843116999,0.0006675616023130715,-0.0007261682185344398
2083,996.0,6839.0,6839.0,-0.0017925529973581433,0.001309389597736299,-0.00014189392095431685
2084,996.0,6842.0,6842.0,0.003460508771240711,0.0017411519074812531,0.0007034257869236171
2085,996.0,6846.0,6846.0,0.008401503786444664,-0.0002018455124925822,0.0062210531905293465
2086,997.0,6849.0,6849.0,-0.0016693369252607226,-0.006012461613863707,-0.0012911956291645765
2087,997.0,6852.0,6852.0,0.011117415502667427,0.014256644062697887,-0.002027164213359356
2088,998.0,6855.0,6855.0,0.001946673379279673,0.001529030967503786,0.00040316086960956454
2089,998.0,6857.0,6857.0,0.00355750834569335,0.002161868615075946,0.0001375041319988668
2090,999.0,6861.0,6861.0,0.0037854723632335663,0.0009522099862806499,-0.00014505465514957905
2091,999.0,6864.0,6864.0,-0.00035311159444972873,0.0039010930340737104,0.0012866529868915677
2092,999.0,6867.0,6867.0,0.0006453747628256679,-0.0027296727057546377,-0.0029950817115604877
2093,1000.0,6870.0,6870.0,-0.005106686614453793,-0.0038151347544044256,0.003090954851359129
2094,1000.0,6873.0,6873.0,-0.005742711015045643,-0.004750657826662064,0.004191908985376358
2095,1001.0,6876.0,6876.0,-0.01882876455783844,-0.012060648761689663,-0.006775559391826391
2096,1001.0,6879.0,6879.0,0.00864710845053196,0.0037987714167684317,0.0009736990905366838
2097,1002.0,6882.0,6882.0,-0.00879550352692604,-0.003355188760906458,-0.0011312017450109124
2098,1002.0,6886.0,6886.0,-0.005731477402150631,-0.0010214606299996376,-0.0005638017319142818
2099,1003.0,6889.0,6889.0,-0.0017737086163833737,0.0026120375841856003,-0.009898160584270954
2100,1003.0,6892.0,6892.0,0.022828973829746246,0.004635343793779612,0.017969299107789993
2101,1003.0,6894.0,6894.0,0.011753427796065807,0.011600211262702942,-0.006732605397701263
2102,1004.0,6898.0,6898.0,-0.023979660123586655,-0.009136398322880268,-0.0033992871176451445
2103,1004.0,6900.0,6900.0,0.0011923668207600713,-0.0033222571946680546,0.004285805858671665
2104,1005.0,6903.0,6903.0,-0.002693955320864916,-0.002912145107984543,-0.0050363605841994286
2105,1005.0,6907.0,6907.0,0.0030051704961806536,0.0023379854392260313,0.0021658865734934807
2106,1006.0,6910.0,6910.0,0.014692507684230804,0.005107708740979433,0.009765321388840675
2107,1006.0,6913.0,6913.0,0.0017126332968473434,0.005884901154786348,-0.006852986756712198
2108,1006.0,6915.0,6915.0,0.0010110597359016538,0.0049913437105715275,-0.00371664110571146
2109,1007.0,6919.0,6919.0,0.004372112452983856,-0.0008504778379574418,0.006546168588101864
2110,1007.0,6922.0,6922.0,-0.01090293750166893,-0.009003345854580402,-0.0023244258482009172
2111,1008.0,6924.0,6924.0,0.0011215845588594675,-0.0021883330773562193,0.004338014405220747
2112,1008.0,6928.0,6928.0,-0.00235784356482327,0.0020976837258785963,-0.005844508297741413
2113,1009.0,6931.0,6931.0,-0.003880487522110343,-0.0020690960809588432,-0.004658353980630636
2114,1009.0,6934.0,6934.0,0.008489957079291344,0.00019519087800290436,0.007952220737934113
2115,1010.0,6937.0,6937.0,0.005062681157141924,0.003113248385488987,0.00314294989220798
2116,1010.0,6940.0,6940.0,0.002564032794907689,0.006790603511035442,-0.0071521298959851265
2117,1010.0,6943.0,6943.0,-0.00770286051556468,-0.0024532328825443983,0.0007104140822775662
2118,1011.0,6946.0,6946.0,-0.007811957038938999,-0.009367267601191998,0.0027744665276259184
2119,1011.0,6949.0,6949.0,-0.010471408255398273,-0.0026445253752171993,-0.008045491762459278
2120,1012.0,6952.0,6952.0,-0.0006972253904677927,0.0016055413288995624,0.0005567774642258883
2121,1012.0,6955.0,6955.0,-0.0006483800243586302,0.0011568733025342226,-0.00015669000276830047
2122,1013.0,6958.0,6958.0,-0.0015682007651776075,-0.0018014779780060053,-0.0013995523331686854
2123,1013.0,6961.0,6961.0,0.0011303675128147006,-0.0007375982240773737,0.002919068792834878
2124,1013.0,6963.0,6963.0,0.00384568702429533,0.001104125753045082,0.0022606051061302423
2125,1014.0,6968.0,6968.0,0.014512275345623493,0.0028054865542799234,0.0036807870492339134
2126,1014.0,6971.0,6971.0,0.009382959455251694,0.008461324498057365,-0.0016766561893746257
2127,1015.0,6974.0,6974.0,0.0038868223782628775,0.003928957972675562,-0.0009933571564033628
2128,1015.0,6976.0,6976.0,0.001424851710908115,-0.00023565362789668143,0.0005211259122006595
2129,1016.0,6980.0,6980.0,-0.0024496843107044697,0.0009572272538207471,0.0018179803155362606
2130,1016.0,6983.0,6983.0,-0.001943229348398745,-0.0001250022614840418,0.0007482558721676469
2131,1017.0,6986.0,6986.0,-0.0022772373631596565,-0.0008379311766475439,0.0003590349806472659
2132,1017.0,6989.0,6989.0,-0.0022447213996201754,-0.0007565529085695744,0.0004072043811902404
2133,1017.0,6992.0,6992.0,0.006240747403353453,-0.0031284892465919256,-0.002627134323120117
2134,1018.0,6995.0,6995.0,0.0012033847160637379,-0.00034541479544714093,-0.000577166152652353
2135,1018.0,6998.0,6998.0,-0.0010719650890678167,0.000858154206071049,0.0018960755551233888
2136,1019.0,7001.0,7001.0,-0.0033964700996875763,0.0015598101308569312,-0.0019216046202927828
2137,1019.0,7004.0,7004.0,-0.004658551421016455,0.001308597158640623,-0.0027286421973258257
2138,1020.0,7007.0,7007.0,-0.005299582611769438,-0.008783712051808834,0.005444037728011608
2139,1020.0,7011.0,7011.0,-0.0008106829482130706,-0.0010039416374638677,-0.0021253887098282576
2140,1024.0,7025.0,7025.0,0.0026941709220409393,-0.00026844488456845284,0.0043124486692249775
2141,1024.0,7028.0,7028.0,0.0014022807590663433,-0.0004968616995029151,0.002782016759738326
2142,1024.0,7031.0,7031.0,-0.011500758118927479,-0.00027422496350482106,0.0004757462302222848
2143,1024.0,7034.0,7034.0,0.014014415442943573,-0.000405934319132939,-0.002830987796187401
2144,1024.0,7037.0,7037.0,0.00637074513360858,0.010645907372236252,-0.0010736947879195213
2145,1024.0,7041.0,7041.0,-0.008681072853505611,-0.008454353548586369,0.0017409947467967868
2146,1025.0,7044.0,7044.0,-0.01153956912457943,-0.007374660577625036,-0.006350865587592125
2147,1025.0,7047.0,7047.0,-0.014407030306756496,-0.0015969878295436502,-0.004634934943169355
2148,1026.0,7050.0,7050.0,0.022630538791418076,0.004656955134123564,0.012864600867033005
2149,1026.0,7053.0,7053.0,0.011663314886391163,0.010279490612447262,-0.0068644993007183075
2150,1027.0,7055.0,7055.0,-0.0156929399818182,-0.004949443507939577,0.009787613525986671
2151,1027.0,7059.0,7059.0,-0.007471596822142601,-0.007458815351128578,-0.0037486637011170387
2152,1028.0,7062.0,7062.0,-0.00206559244543314,-0.000678067677654326,-0.00775199756026268
2153,1028.0,7065.0,7065.0,-0.004397145938128233,-0.0006483218166977167,-0.002809097059071064
2154,1028.0,7068.0,7068.0,0.0004884660011157393,0.0013718644622713327,-0.0008572927908971906
2155,1030.0,7074.0,7074.0,0.0009889677166938782,-0.0012566515943035483,0.0007115612388588488
2156,1030.0,7077.0,7077.0,0.0005950805498287082,0.00018467838526703417,-0.00044919285573996603
2157,1030.0,7080.0,7080.0,0.0023896628990769386,0.0004906693357042968,0.002979357959702611
2158,1031.0,7083.0,7083.0,0.01366556528955698,0.0036480457056313753,0.008443101309239864
2159,1031.0,7086.0,7086.0,0.004241731949150562,0.003444431349635124,0.0008703008061274886
2160,1031.0,7089.0,7089.0,-0.0009311548783443868,0.0004182932316325605,0.002068144967779517
2161,1032.0,7092.0,7092.0,-0.0017137776594609022,-0.003567727981135249,-0.0015687537379562855
2162,1032.0,7096.0,7096.0,-0.0017737967427819967,-0.0038325965870171785,-0.0002324564993614331
2163,1033.0,7099.0,7099.0,-0.0029737281147390604,-0.003344315802678466,0.0028451301623135805
2164,1033.0,7102.0,7102.0,0.0030635197181254625,0.004011400509625673,-0.0019908067770302296
2165,1034.0,7105.0,7105.0,0.001689707743935287,0.0034805643372237682,-0.0021258064080029726
2166,1034.0,7107.0,7107.0,0.0032470037695020437,0.0008505862206220627,0.0042336382903158665
2167,1035.0,7111.0,7111.0,0.0020764253567904234,0.001616520108655095,0.00248408829793334
2168,1035.0,7114.0,7114.0,-0.0008062240667641163,-0.00015131504915188998,-0.0029528250452131033
2169,1035.0,7117.0,7117.0,-0.0033014025539159775,-0.0033201423939317465,-0.0016434561694040895
2170,1036.0,7120.0,7120.0,-0.001743038184940815,-0.00268984935246408,-0.0015563947381451726
2171,1036.0,7123.0,7123.0,-0.0013374214759096503,-0.002716492861509323,-0.000684781523887068
2172,1037.0,7126.0,7126.0,-0.0013907731045037508,-0.0027167908847332,-0.0007735679391771555
2173,1037.0,7129.0,7129.0,0.0021101846359670162,0.0038012319710105658,0.002407466759905219
2174,1038.0,7132.0,7132.0,0.001760088955052197,0.003149429801851511,0.0020893632899969816
2175,1038.0,7136.0,7136.0,0.0028459199238568544,0.004616240970790386,-0.0006921821041032672
2176,1039.0,7139.0,7139.0,0.0023558130487799644,-0.0005180896841920912,0.0036769274156540632
2177,1039.0,7142.0,7142.0,-0.0023513154592365026,0.00044416397577151656,-0.0033139113802462816
2178,1039.0,7144.0,7144.0,-0.0015845932066440582,-0.0007868981338106096,-0.0032548268791288137
2179,1040.0,7148.0,7148.0,-0.0019158140057697892,0.0006281833630055189,-0.0016004170756787062
2180,1040.0,7151.0,7151.0,-0.0016104580136016011,-0.0007008857210166752,-0.001274367910809815
2181,1041.0,7154.0,7154.0,-0.0006404390442185104,-0.0004942966043017805,-0.002408963395282626
2182,1041.0,7156.0,7156.0,-0.0013823177432641387,0.00044516363414004445,0.000951274880208075
2183,1042.0,7159.0,7159.0,0.002361562103033066,-0.0036813304759562016,0.007871740497648716
2184,1042.0,7162.0,7162.0,0.0013720665592700243,0.00120660534594208,-0.0020145645830780268
2185,1042.0,7165.0,7165.0,0.0007861001649871469,0.0008425198029726744,-0.00034154203603975475
2186,1043.0,7168.0,7168.0,0.0021688644774258137,0.0008469800814054906,-0.00030393488123081625
2187,1043.0,7172.0,7172.0,-0.0019253918435424566,-0.0010917928302660584,0.0010817499132826924
2188,1044.0,7175.0,7175.0,-0.0010070607531815767,-0.0021069988142699003,0.0008161254227161407
2189,1044.0,7177.0,7177.0,-0.0010592692997306585,-0.0019861033651977777,0.0008287177188321948
2190,1046.0,7183.0,7183.0,0.0007632353226654232,0.00026299961609765887,-0.000705574348103255
2191,1047.0,7191.0,7191.0,0.00029038553475402296,-0.0002524309093132615,-0.0004849759570788592
2192,1047.0,7193.0,7193.0,0.00035889228456653655,-0.0003120098845101893,-0.0004430573608260602
2193,1047.0,7196.0,7196.0,-0.0018628760008141398,0.003994951024651527,0.002759461058303714
2194,1047.0,7199.0,7199.0,0.006165771745145321,-0.001178910257294774,0.001491219038143754
2195,1048.0,7202.0,7202.0,0.001126754330471158,-0.0015989651437848806,-0.0015006704488769174
2196,1048.0,7205.0,7205.0,-0.0034248284064233303,0.007028926629573107,0.00039873324567452073
2197,1049.0,7208.0,7208.0,-0.007616567891091108,0.004508501384407282,0.0003226043190807104
2198,1049.0,7211.0,7211.0,0.004476475529372692,-0.0017976260278373957,-0.003949435893446207
2199,1049.0,7215.0,7215.0,0.00046678760554641485,-0.002250494435429573,-0.0008412376628257334
2200,1050.0,7217.0,7217.0,0.000973983493167907,-0.003441622480750084,-0.0011962271528318524
2201,1050.0,7220.0,7220.0,-0.006481907330453396,-0.0017578199040144682,0.0016825578641146421
2202,1051.0,7224.0,7224.0,-0.010229871608316898,-0.0014716327423229814,-0.007075523026287556
2203,1051.0,7226.0,7226.0,0.01979910396039486,0.006593209225684404,0.010216090828180313
2204,1052.0,7229.0,7229.0,-0.0030917651019990444,0.00022813600662630051,-0.003941565286368132
2205,1052.0,7232.0,7232.0,-0.0015034845564514399,-0.002466050675138831,-0.002228137804195285
2206,1054.0,7239.0,7239.0,0.0024934043176472187,-0.002217691158875823,-0.001176729565486312
2207,1054.0,7242.0,7242.0,-0.0051992968656122684,-0.00165404356084764,0.002278881845995784
2208,1054.0,7245.0,7245.0,0.0014920191606506705,0.0036282979417592287,-0.0025064863730221987
2209,1054.0,7248.0,7248.0,0.0011653265682980418,0.0019670904148370028,-0.0014221786987036467
2210,1055.0,7251.0,7251.0,0.0005667100194841623,-0.0009976180735975504,0.0021451092325150967
2211,1056.0,7257.0,7257.0,0.00010213743371423334,-0.0003853674279525876,0.0005150396609678864
2212,1057.0,7264.0,7264.0,0.0013240029802545905,-0.0006125812069512904,0.0018566790968179703
2213,1057.0,7266.0,7266.0,-0.0003987591771874577,0.00041951044113375247,-0.00018401912529952824
2214,1073.0,7318.0,7318.0,0.0004494495515245944,-0.0013055210001766682,0.0014923384878784418
2215,1073.0,7322.0,7322.0,0.0004236346867401153,-0.00117798603605479,0.0014684965135529637
2216,1073.0,7324.0,7324.0,0.0004236346867401153,-0.00117798603605479,0.0014684965135529637
2217,1073.0,7327.0,7327.0,-0.0005940308910794556,0.0011095653753727674,-0.0017993125366047025
2218,1073.0,7330.0,7330.0,-0.0004922643420286477,0.0008808102575130761,-0.0014725315850228071
2219,1073.0,7333.0,7333.0,-0.0004922643420286477,0.0008808102575130761,-0.0014725315850228071
2220,1073.0,7335.0,7335.0,-0.0004922643420286477,0.0008808102575130761,-0.0014725315850228071
2221,1073.0,7340.0,7340.0,0.0022760850843042135,-0.00019936960597988218,-0.0010017342865467072
2222,1073.0,7343.0,7343.0,0.0006409435882233083,-0.001601095893420279,0.0028926683589816093
2223,1073.0,7345.0,7345.0,0.0031163624953478575,0.003019565949216485,0.0045332349836826324
2224,1074.0,7351.0,7351.0,0.00026742229238152504,0.00293497322127223,0.0024778584484010935
2225,1074.0,7355.0,7355.0,-0.004893154371529818,-0.006841049529612064,-0.010533837601542473
2226,1074.0,7357.0,7357.0,-0.016597608104348183,-0.008728253655135632,-0.004325753543525934
2227,1074.0,7361.0,7361.0,-0.004318686667829752,0.0036891207564622164,-0.0023202092852443457
2228,1074.0,7363.0,7363.0,-0.0012527238577604294,0.0029979227110743523,0.0005912102642469108
2229,1075.0,7370.0,7370.0,0.002019722480326891,0.0002443929552100599,0.001361088128760457
2230,1075.0,7373.0,7373.0,-0.002408355474472046,-0.00030713799060322344,-0.0059069301933050156
2231,1075.0,7376.0,7376.0,0.025603218004107475,0.003765242639929056,0.016207726672291756
2232,1075.0,7379.0,7379.0,0.006525437347590923,0.0032508333679288626,-0.004097314551472664
2233,1075.0,7382.0,7382.0,0.002481720643118024,-0.002246207557618618,-0.0012716904748231173
2234,1076.0,7389.0,7389.0,-0.006543156690895557,-0.0003318946110084653,-0.001725024194456637
2235,1076.0,7392.0,7392.0,0.003692415077239275,-0.007935890927910805,-0.0028262115083634853
2236,1076.0,7395.0,7395.0,-0.0017496172804385424,0.004649528302252293,0.0018091521924361587
2237,1076.0,7398.0,7398.0,0.0019492937717586756,0.0015558082377538085,0.0014547533355653286
2238,1076.0,7401.0,7401.0,0.0018803887069225311,0.0004684340674430132,0.001668168231844902
2239,1077.0,7404.0,7404.0,-0.0013347927015274763,0.0002465150901116431,-0.001592484419234097
2240,1077.0,7406.0,7406.0,-0.0010158419609069824,0.00028149201534688473,-0.0012686442350968719
2241,1078.0,7409.0,7409.0,-0.0006285426206886768,0.0010936881881207228,0.00011869548325194046
2242,1079.0,7416.0,7416.0,-0.0007212389609776437,0.00011252937110839412,-0.0011133737862110138
2243,1080.0,7422.0,7422.0,0.0008209088118746877,-0.0013879728503525257,0.0003119290922768414
2244,1080.0,7425.0,7425.0,0.0002597091952338815,-0.000577327620703727,0.0015181293711066246
2245,1080.0,7428.0,7428.0,-0.0011207227362319827,-0.00031878016307018697,-0.002284195041283965
2246,1081.0,7431.0,7431.0,-0.0020485520362854004,-0.0007912465371191502,-0.0006001479923725128
2247,1081.0,7434.0,7434.0,0.002887310925871134,-0.003609450999647379,-0.0020925540011376143
2248,1081.0,7437.0,7437.0,0.0008084489381872118,0.005047908052802086,0.0037869946099817753
2249,1082.0,7440.0,7440.0,-0.0012770321918651462,0.0023296293802559376,0.0006451686494983733
2250,1082.0,7443.0,7443.0,-0.003582930890843272,-0.0009787797462195158,-0.003196468809619546
2251,1083.0,7446.0,7446.0,-0.014558738097548485,-0.005868719890713692,-0.0006319210515357554
2252,1083.0,7449.0,7449.0,-0.0073821102268993855,-0.0015063941245898604,-0.011936868540942669
2253,1084.0,7452.0,7452.0,-0.0036451397463679314,-0.00012040245201205835,-0.0003371762577444315
2254,1084.0,7455.0,7455.0,0.002995623042806983,0.0028206261340528727,0.0015962548786774278
2255,1085.0,7459.0,7459.0,0.0007924328674562275,-0.0013237145030871034,-0.0015993849374353886
2256,1085.0,7461.0,7461.0,0.001956808613613248,-0.0017879160586744547,-0.001354214153252542
2257,1085.0,7464.0,7464.0,0.0039353459142148495,-0.00020651842351071537,0.011457291431725025
2258,1086.0,7467.0,7467.0,0.014663475565612316,0.0006497732829302549,0.0049556526355445385
2259,1086.0,7470.0,7470.0,0.0024035729002207518,0.004663611762225628,-0.0015576600562781096
2260,1087.0,7473.0,7473.0,0.0035202018916606903,0.004252168349921703,-0.0008541194256395102
2261,1087.0,7477.0,7477.0,0.002238790737465024,-0.0024472707882523537,0.0001849954278441146
2262,1088.0,7480.0,7480.0,-0.003526608692482114,-0.0002165995247196406,0.0006229818682186306
2263,1088.0,7483.0,7483.0,-0.0022605513222515583,-0.003445985494181514,0.0015858062542974949
2264,1089.0,7486.0,7486.0,-0.00426353607326746,0.008395865559577942,0.0038746281061321497
2265,1089.0,7489.0,7489.0,0.003067184239625931,-0.0043683708645403385,-0.00620039738714695
2266,1089.0,7492.0,7492.0,0.004569569136947393,-0.0007164376438595355,0.0031359342392534018
2267,1090.0,7495.0,7495.0,0.000133237597765401,0.0004516285553108901,-0.0002834654878824949
2268,1093.0,7507.0,7507.0,0.000698353978805244,0.0003451571974437684,-0.0008248706581071019
2269,1093.0,7509.0,7509.0,0.0005969736375845969,0.0003194583114236593,-0.0007388456142507493
2270,1094.0,7516.0,7516.0,-0.0010232176864519715,-0.0007327301427721977,-0.00013451388804242015
2271,1094.0,7519.0,7519.0,-0.0002743384975474328,-0.0008607861818745732,0.001004558987915516
2272,1094.0,7523.0,7523.0,0.0005974391824565828,0.00038031840813346207,0.000302268861560151
2273,1094.0,7525.0,7525.0,0.0005034900386817753,0.0002581801963970065,0.00036119023570790887
2274,1095.0,7528.0,7528.0,-0.00020187643531244248,-0.0001955968764377758,-0.00018336882931180298
2275,1095.0,7531.0,7531.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2276,1096.0,7534.0,7534.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2277,1096.0,7537.0,7537.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2278,1096.0,7540.0,7540.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2279,1097.0,7543.0,7543.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2280,1097.0,7547.0,7547.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2281,1098.0,7549.0,7549.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2282,1098.0,7553.0,7553.0,-0.00013133978063706309,-0.00015021917351987213,-0.00012891291407868266
2283,1100.0,7558.0,7558.0,0.0016947800759226084,0.0010399841703474522,0.00011885413550771773
2284,1100.0,7562.0,7562.0,0.0019797959830611944,0.0004852229030802846,0.0002305282832821831
2285,1100.0,7565.0,7565.0,-0.003054064465686679,0.0015905448235571384,-0.0001608954626135528
2286,1100.0,7568.0,7568.0,-0.0007787186768837273,-0.0015608547255396843,-0.00277053564786911
2287,1101.0,7571.0,7571.0,-0.013591268099844456,-0.003762663109228015,0.0005072050844319165
2288,1101.0,7573.0,7573.0,-0.012247488833963871,-0.0032744717318564653,-0.013784034177660942
2289,1102.0,7577.0,7577.0,-0.01234134566038847,-0.0011248060036450624,-0.007426474243402481
2290,1102.0,7580.0,7580.0,0.0026209107600152493,0.0005159752909094095,0.01366202998906374
2291,1103.0,7583.0,7583.0,0.009956185705959797,-0.0006250778678804636,-0.003099663881585002
2292,1103.0,7586.0,7586.0,0.0202312134206295,0.0049923378974199295,0.009762263856828213
2293,1103.0,7589.0,7589.0,-0.00018605863442644477,-0.00044634300866164267,-0.00025553934392519295
2294,1104.0,7592.0,7592.0,0.002737080678343773,0.0001513673341833055,0.0006777261151000857
2295,1104.0,7596.0,7596.0,0.0026665921323001385,0.00027627398958429694,0.001988746225833893
2296,1105.0,7599.0,7599.0,-0.002182330470532179,-0.0015556863509118557,0.000856588245369494
2297,1105.0,7602.0,7602.0,-0.0031263718847185373,0.010504025034606457,0.002073743613436818
2298,1106.0,7604.0,7604.0,0.0057662976905703545,-0.0025643196422606707,-0.014091713353991508
2299,1106.0,7608.0,7608.0,-0.01949681155383587,-0.007445481140166521,0.00939978752285242
2300,1107.0,7610.0,7610.0,-0.0059413667768239975,-0.0016937036998569965,-0.01006095390766859
2301,1107.0,7614.0,7614.0,-0.00041205171146430075,0.0013995474437251687,0.0007838116143830121
2302,1107.0,7617.0,7617.0,0.012425221502780914,0.0017046172870323062,0.01007495354861021
2303,1108.0,7620.0,7620.0,0.006758465431630611,0.0028948562685400248,0.005765740294009447
2304,1108.0,7622.0,7622.0,0.0015954833943396807,-0.00426656985655427,-0.007116455119103193
2305,1109.0,7626.0,7626.0,0.0015517792198807001,0.005294875707477331,0.0014441494131460786
2306,1109.0,7629.0,7629.0,-0.003071899525821209,0.0012812179047614336,0.003772368421778083
2307,1110.0,7632.0,7632.0,-0.002641452942043543,-0.0007396027795039117,0.0036372090689837933
2308,1110.0,7635.0,7635.0,0.00502718985080719,-0.0010602244874462485,-0.007173870224505663
2309,1110.0,7638.0,7638.0,-0.00866471603512764,-0.0033216667361557484,-0.00449267216026783
2310,1111.0,7641.0,7641.0,0.01439865306019783,0.0025996193289756775,0.0057434686459600925
2311,1111.0,7644.0,7644.0,-0.008504314348101616,-0.004388137254863977,-0.0032342947088181973
